,InstanceType,IoOptimized,NetworkType,OSType,RegionId,hour,month,week,year,years-2,years-3,years-4,years-5
5119,ecs.hfg5.6xlarge,optimized,vpc,windows,eu-central-1,17.451,10043.89,2960.32,95152.68,152244.29,171274.82,182693.15,190305.36
5120,ecs.e3.3xlarge,optimized,vpc,windows,cn-qingdao,13.137,3984.0,1115.52,40636.8,66931.2,71712.0,95616.0,119520.0
5121,ecs.sn1ne.6xlarge,optimized,vpc,windows,us-east-1,14.328,8019.1,2363.51,75970.44,121552.7,136746.79,145863.24,151940.88
5122,ecs.i2.16xlarge,optimized,vpc,windows,cn-qingdao,52.991,15260.8,4497.92,144576.0,231321.6,260236.8,277585.92,289152.0
5123,ecs.n4.2xlarge,optimized,classic,windows,cn-beijing,2.83,816.0,228.48,8323.2,13708.8,14688.0,19584.0,24480.0
5124,ecs.ce4.2xlarge,optimized,vpc,windows,cn-beijing,5.792,1668.2,491.68,15804.0,25286.4,28447.2,30343.68,31608.0
5125,ecs.m1.medium,optimized,classic,windows,cn-qingdao,2.02,588.0,164.64,5997.6,9878.4,10584.0,14112.0,17640.0
5126,ecs.d1ne.14xlarge,optimized,vpc,windows,cn-hangzhou,44.451,12801.25,3773.0,121275.0,194040.0,218295.0,232848.0,242550.0
5127,ecs.se1ne.3xlarge,optimized,vpc,linux,ap-south-1,5.283,2417.75,712.6,22905.0,36648.0,41229.0,43977.6,45810.0
5128,ecs.sn1.7xlarge,optimized,vpc,windows,cn-beijing,13.67,4144.0,1160.32,42268.8,69619.2,74592.0,99456.0,124320.0
5129,ecs.se1.14xlarge,optimized,vpc,windows,cn-shenzhen,42.076,10248.0,2869.44,104529.6,172166.4,184464.0,245952.0,307440.0
5130,ecs.e4.2xlarge,optimized,vpc,linux,cn-qingdao,6.859,2080.0,582.4,21216.0,34944.0,37440.0,49920.0,62400.0
5131,ecs.mn4.xlarge,optimized,classic,linux,cn-qingdao,2.15,620.0,173.6,6324.0,10416.0,11160.0,14880.0,18600.0
5132,ecs.se1.large,optimized,vpc,windows,cn-qingdao,1.454,366.0,102.48,3733.2,6148.8,6588.0,8784.0,10980.0
5133,ecs.i1.6xlarge,optimized,vpc,windows,cn-shanghai,12.846,3699.3,1090.32,35046.0,56073.6,63082.8,67288.32,70092.0
5134,ecs.xn4.small,optimized,vpc,windows,eu-central-1,0.133,74.0,20.73,754.8,1243.2,1332.0,1776.0,2220.0
5135,ecs.c5.large,optimized,vpc,windows,cn-shanghai,0.741,212.8,62.72,2016.0,3225.6,3628.8,3870.72,4032.0
5136,ecs.c1.large,none,classic,linux,cn-hangzhou,2.671,752.0,210.56,7670.4,12633.6,13536.0,18048.0,22560.0
5137,ecs.t5-c1m4.2xlarge,optimized,vpc,windows,eu-central-1,2.44,1215.05,358.13,11511.0,18417.6,20719.8,22101.12,23022.0
5138,ecs.mn4.8xlarge,optimized,classic,linux,cn-qingdao,17.22,4960.0,1388.8,50592.0,83328.0,89280.0,119040.0,148800.0
5139,ecs.i1.14xlarge,optimized,vpc,linux,ap-southeast-3,23.294,11178.65,3294.76,105903.0,169444.8,190625.4,203333.76,211806.0
5140,ecs.sn2.13xlarge,optimized,vpc,linux,cn-shanghai,31.825,8008.0,2242.24,81681.6,134534.4,144144.0,192192.0,240240.0
5141,ecs.t5-lc1m4.large,optimized,vpc,windows,cn-hongkong,0.49,233.7,68.87,2214.0,3542.4,3985.2,4250.88,4428.0
5142,ecs.c1.small,optimized,vpc,windows,cn-beijing,2.08,600.0,168.0,6120.0,10080.0,10800.0,14400.0,18000.0
5143,ecs.n1.tiny,optimized,classic,windows,cn-hongkong,0.14,83.0,23.23,846.6,1394.4,1494.0,1992.0,2490.0
5144,ecs.se1ne.14xlarge,optimized,vpc,windows,ap-south-1,43.552,24704.75,7281.4,234045.0,374472.0,421281.0,449366.4,468090.0
5145,ecs.mn4.4xlarge,optimized,classic,linux,cn-beijing,8.61,2480.0,694.4,25296.0,41664.0,44640.0,59520.0,74400.0
5146,ecs.i1.14xlarge,optimized,vpc,windows,ap-southeast-3,37.42,22447.55,6616.12,212661.0,340257.6,382789.8,408309.12,425322.0
5147,ecs.e3.xlarge,optimized,vpc,windows,cn-beijing,6.574,1992.0,557.76,20318.4,33465.6,35856.0,47808.0,59760.0
5148,ecs.t5-lc1m2.small,optimized,vpc,windows,ap-southeast-3,0.171,85.5,25.2,810.0,1296.0,1458.0,1555.2,1620.0
5149,ecs.n1.3xlarge,optimized,vpc,linux,ap-southeast-1,5.471,2723.0,762.43,27774.6,45746.4,49014.0,65352.0,81690.0
5150,ecs.e3.small,optimized,classic,windows,cn-qingdao,0.86,249.0,69.72,2539.8,4183.2,4482.0,5976.0,7470.0
5151,ecs.sn1ne.large,optimized,vpc,linux,ap-southeast-3,0.627,319.2,94.08,3024.0,4838.4,5443.2,5806.08,6048.0
5152,ecs.d1-c8d3.8xlarge,optimized,vpc,windows,cn-shenzhen,23.219,6687.05,1970.92,63351.0,101361.6,114031.8,121633.92,126702.0
5153,ecs.hfc5.6xlarge,optimized,vpc,windows,cn-beijing,11.048,3180.6,937.44,30132.0,48211.2,54237.6,57853.44,60264.0
5154,ecs.hfg5.large,optimized,vpc,linux,cn-qingdao,1.197,343.9,101.36,3258.0,5212.8,5864.4,6255.36,6516.0
5155,ecs.sn1.xlarge,optimized,vpc,linux,cn-shenzhen,3.42,1036.0,290.08,10567.2,17404.8,18648.0,24864.0,31080.0
5156,ecs.hfc5.4xlarge,optimized,vpc,linux,cn-hangzhou,7.362,2120.4,624.96,20088.0,32140.8,36158.4,38568.96,40176.0
5157,ecs.mn4.xlarge,optimized,classic,linux,cn-hangzhou,2.15,620.0,173.6,6324.0,10416.0,11160.0,14880.0,18600.0
5158,ecs.e3.large,optimized,classic,linux,cn-hongkong,2.207,1021.85,286.11,10422.87,17167.08,18393.3,24524.4,30655.5
5159,ecs.n1.3xlarge,optimized,vpc,linux,cn-shenzhen,5.12,1552.0,434.56,15830.4,26073.6,27936.0,37248.0,46560.0
5160,ecs.c1.small,optimized,classic,windows,cn-shanghai,2.08,600.0,168.0,6120.0,10080.0,10800.0,14400.0,18000.0
5161,ecs.e3.3xlarge,optimized,vpc,windows,me-east-1,17.586,9740.0,2727.2,99348.0,198696.0,298044.0,397392.0,496740.0
5162,ecs.n1.3xlarge,optimized,vpc,windows,us-east-1,5.469,2816.0,788.47,28723.2,47308.8,50688.0,67584.0,84480.0
5163,ecs.gn5i-c16g1.4xlarge,optimized,vpc,windows,cn-beijing,14.848,4275.0,1260.0,40500.0,64800.0,72900.0,77760.0,81000.0
5164,ecs.hfc5.4xlarge,optimized,vpc,windows,cn-hangzhou,7.363,2120.4,624.96,20088.0,32140.8,36158.4,38568.96,40176.0
5165,ecs.sn1ne.3xlarge,optimized,vpc,linux,ap-northeast-1,4.71,2450.7,686.2,24997.14,49994.28,74991.42,99988.56,124985.7
5166,ecs.t5-c1m4.2xlarge,optimized,vpc,linux,cn-shanghai,2.375,684.0,201.6,6480.0,10368.0,11664.0,12441.6,12960.0
5167,ecs.e3.medium,optimized,classic,linux,cn-hangzhou,1.73,498.0,139.44,5079.6,8366.4,8964.0,11952.0,14940.0
5168,ecs.t5-lc1m1.small,optimized,vpc,linux,cn-beijing,0.079,22.8,6.72,216.0,345.6,388.8,414.72,432.0
5169,ecs.i1-c10d1.8xlarge,optimized,vpc,linux,eu-central-1,15.79,7204.8,2123.53,68256.0,109209.6,122860.8,131051.52,136512.0
5170,ecs.n4.4xlarge,optimized,vpc,windows,ap-south-1,7.773,3666.0,1026.48,37393.2,61588.8,65988.0,87984.0,109980.0
5171,ecs.i2.4xlarge,optimized,vpc,linux,cn-hongkong,8.58,4061.25,1196.99,38475.0,61560.0,69255.0,73872.0,76950.0
5172,ecs.se1.8xlarge,optimized,vpc,windows,cn-beijing,23.332,5856.0,1639.68,59731.2,98380.8,105408.0,140544.0,175680.0
5173,ecs.se1.large,optimized,classic,linux,cn-beijing,1.53,366.0,102.48,3733.2,6148.8,6588.0,8784.0,10980.0
5174,ecs.hfg5.xlarge,optimized,vpc,linux,cn-qingdao,2.385,687.8,202.72,6516.0,10425.6,11728.8,12510.72,13032.0
5175,ecs.sn2.medium,optimized,vpc,linux,cn-shanghai,1.14,286.0,80.08,2917.2,4804.8,5148.0,6864.0,8580.0
5176,ecs.r5.3xlarge,optimized,vpc,linux,us-east-1,5.398,2364.12,696.78,22396.95,35835.12,40314.51,43002.14,44793.9
5177,ecs.hfc5.3xlarge,optimized,vpc,linux,ap-southeast-1,4.458,2105.62,620.59,19947.96,31916.74,35906.33,38300.08,39895.92
5178,ecs.sn1.medium,optimized,vpc,linux,ap-southeast-1,0.681,341.45,95.6,3482.79,5736.36,6146.1,8194.8,10243.5
5179,ecs.e3.xlarge,optimized,classic,windows,cn-shanghai,6.92,1992.0,557.76,20318.4,33465.6,35856.0,47808.0,59760.0
5180,ecs.sn1ne.6xlarge,optimized,vpc,linux,cn-beijing,10.25,2952.6,870.24,27972.0,44755.2,50349.6,53706.24,55944.0
5181,ecs.t5-c1m1.large,optimized,vpc,windows,cn-hongkong,0.29,140.6,41.43,1332.0,2131.2,2397.6,2557.44,2664.0
5182,ecs.mn4.4xlarge,optimized,vpc,windows,cn-hongkong,10.014,5157.0,1443.95,52601.4,86637.6,92826.0,123768.0,154710.0
5183,ecs.sn1.medium,optimized,vpc,windows,cn-shenzhen,0.855,259.0,72.52,2641.8,4351.2,4662.0,6216.0,7770.0
5184,ecs.se1ne.xlarge,optimized,vpc,windows,ap-southeast-2,3.643,1936.31,570.7,18343.98,29350.37,33019.16,35220.44,36687.96
5185,ecs.i1-c5d1.4xlarge,optimized,vpc,linux,cn-shanghai,13.718,3197.17,942.32,30288.96,48462.34,54520.13,58154.8,60577.92
5186,ecs.sn2.3xlarge,optimized,vpc,linux,cn-qingdao,9.158,2288.0,640.64,23337.6,38438.4,41184.0,54912.0,68640.0
5187,ecs.m1.medium,none,classic,linux,us-west-1,1.082,544.4,152.43,5552.88,9145.92,9799.2,13065.6,16332.0
5188,ecs.m1.xlarge,none,classic,linux,cn-hangzhou,4.051,1152.0,322.56,11750.4,19353.6,20736.0,27648.0,34560.0
5189,ecs.t5-c1m2.4xlarge,optimized,vpc,linux,ap-southeast-2,2.54,1177.05,346.92,11151.0,17841.6,20071.8,21409.92,22302.0
5190,ecs.e3.3xlarge,optimized,vpc,windows,us-west-1,11.179,5760.0,1612.8,58752.0,96768.0,103680.0,138240.0,172800.0
5191,ecs.re4.20xlarge,optimized,vpc,windows,cn-hangzhou,65.312,19800.0,5544.0,201960.0,332640.0,356400.0,475200.0,594000.0
5192,ecs.c5.16xlarge,optimized,vpc,windows,cn-shanghai,23.646,6809.6,2007.04,64512.0,103219.2,116121.6,123863.04,129024.0
5193,ecs.n1.large,optimized,classic,windows,cn-qingdao,1.35,388.0,108.64,3957.6,6518.4,6984.0,9312.0,11640.0
5194,ecs.d1ne.8xlarge,optimized,vpc,linux,cn-qingdao,25.403,7315.0,2156.0,69300.0,110880.0,124740.0,133056.0,138600.0
5195,ecs.t5-c1m2.2xlarge,optimized,vpc,windows,ap-southeast-5,1.594,815.1,240.23,7722.0,12355.2,13899.6,14826.24,15444.0
5196,ecs.m1.medium,none,classic,linux,cn-beijing,1.981,556.0,155.68,5671.2,9340.8,10008.0,13344.0,16680.0
5197,ecs.t5-c1m2.4xlarge,optimized,vpc,linux,ap-south-1,2.159,974.7,287.28,9234.0,14774.4,16621.2,17729.28,18468.0
5198,ecs.m1.xlarge,none,classic,linux,cn-beijing,4.051,1152.0,322.56,11750.4,19353.6,20736.0,27648.0,34560.0
5199,ecs.i1.3xlarge,optimized,vpc,windows,cn-shenzhen,6.423,1849.65,545.16,17523.0,28036.8,31541.4,33644.16,35046.0
5200,ecs.t5-lc1m2.large,optimized,vpc,linux,ap-southeast-5,0.264,119.7,35.27,1134.0,1814.4,2041.2,2177.28,2268.0
5201,ecs.se1ne.3xlarge,optimized,vpc,windows,cn-qingdao,7.25,2086.2,614.88,19764.0,31622.4,35575.2,37946.88,39528.0
5202,ecs.s2.xlarge,optimized,vpc,windows,cn-shanghai,1.021,294.0,82.32,2998.8,4939.2,5292.0,7056.0,8820.0
5203,ecs.s2.small,none,classic,linux,cn-beijing,0.431,108.0,30.24,1101.6,1814.4,1944.0,2592.0,3240.0
5204,ecs.sn2ne.14xlarge,optimized,vpc,linux,ap-southeast-3,22.553,10228.65,3014.76,96903.0,155044.8,174425.4,186053.76,193806.0
5205,ecs.t5-c1m2.2xlarge,optimized,vpc,linux,cn-beijing,1.52,438.9,129.36,4158.0,6652.8,7484.4,7983.36,8316.0
5206,ecs.g5.6xlarge,optimized,vpc,linux,cn-hangzhou,10.098,2907.0,856.8,27540.0,44064.0,49572.0,52876.8,55080.0
5207,ecs.t5-c1m2.2xlarge,optimized,vpc,linux,ap-southeast-3,1.149,517.75,152.6,4905.0,7848.0,8829.0,9417.6,9810.0
5208,ecs.r5.6xlarge,optimized,vpc,windows,cn-qingdao,12.901,3716.4,1095.36,35208.0,56332.8,63374.4,67599.36,70416.0
5209,ecs.sn1.3xlarge,optimized,vpc,linux,cn-hangzhou,6.83,2072.0,580.16,21134.4,34809.6,37296.0,49728.0,62160.0
5210,ecs.c5.2xlarge,optimized,vpc,windows,cn-huhehaote,2.441,703.0,207.2,6660.0,10656.0,11988.0,12787.2,13320.0
5211,ecs.d1.6xlarge,optimized,vpc,windows,cn-hongkong,18.75,10691.3,3151.11,101286.0,162057.6,182314.8,194469.12,202572.0
5212,ecs.re4.40xlarge,optimized,vpc,windows,cn-shenzhen,130.625,39600.0,11088.0,403920.0,665280.0,712800.0,950400.0,1188000.0
5213,ecs.t5-c1m2.xlarge,optimized,vpc,windows,ap-southeast-1,0.84,408.5,120.39,3870.0,6192.0,6966.0,7430.4,7740.0
5214,ecs.hfg5.4xlarge,optimized,vpc,linux,cn-shanghai,9.557,2751.2,810.88,26064.0,41702.4,46915.2,50042.88,52128.0
5215,ecs.c4.xlarge,optimized,vpc,windows,ap-southeast-1,2.86,1647.74,485.64,15610.14,24976.22,28098.25,29971.47,31220.28
5216,ecs.s2.xlarge,optimized,vpc,linux,cn-hongkong,0.757,390.0,109.19,3978.0,6552.0,7020.0,9360.0,11700.0
5217,ecs.t5-c1m2.xlarge,optimized,vpc,linux,ap-southeast-3,0.58,259.35,76.44,2457.0,3931.2,4422.6,4717.44,4914.0
5218,ecs.sn2.3xlarge,optimized,vpc,windows,cn-shenzhen,9.158,2288.0,640.64,23337.6,38438.4,41184.0,54912.0,68640.0
5219,ecs.n2.small,optimized,classic,linux,cn-beijing,0.49,141.0,39.48,1438.2,2368.8,2538.0,3384.0,4230.0
5220,ecs.mn4.large,optimized,vpc,windows,us-east-1,1.077,551.0,154.27,5620.2,9256.8,9918.0,13224.0,16530.0
5221,ecs.s3.medium,optimized,vpc,linux,cn-beijing,1.04,299.0,83.72,3049.8,5023.2,5382.0,7176.0,8970.0
5222,ecs.se1.2xlarge,optimized,vpc,linux,eu-central-1,4.414,2029.78,568.35,20703.76,34100.3,36536.04,48714.72,60893.4
5223,ecs.hfg5.2xlarge,optimized,vpc,linux,cn-qingdao,4.779,1375.6,405.44,13032.0,20851.2,23457.6,25021.44,26064.0
5224,ecs.sn2ne.2xlarge,optimized,vpc,windows,ap-northeast-1,6.402,3787.83,1060.59,38635.87,77271.73,115907.6,154543.46,193179.33
5225,ecs.t5-c1m1.large,optimized,vpc,windows,ap-south-1,0.271,138.7,40.88,1314.0,2102.4,2365.2,2522.88,2628.0
5226,ecs.n4.xlarge,optimized,vpc,linux,ap-south-1,1.039,435.0,121.8,4437.0,7308.0,7830.0,10440.0,13050.0
5227,ecs.n1.medium,optimized,classic,windows,us-west-1,0.551,318.0,89.04,3243.6,5342.4,5724.0,7632.0,9540.0
5228,ecs.se1.14xlarge,optimized,vpc,linux,cn-hangzhou,42.076,10248.0,2869.44,104529.6,172166.4,184464.0,245952.0,307440.0
5229,ecs.g5.6xlarge,optimized,vpc,linux,cn-shanghai,10.098,2907.0,856.8,27540.0,44064.0,49572.0,52876.8,55080.0
5230,ecs.sn1.xlarge,optimized,vpc,linux,cn-zhangjiakou,2.736,829.0,232.12,8455.8,13927.2,14922.0,19896.0,24870.0
5231,ecs.xn4.small,optimized,vpc,windows,ap-southeast-3,0.133,79.0,22.12,805.8,1327.2,1422.0,1896.0,2370.0
5232,ecs.hfg5.large,optimized,vpc,windows,us-east-1,1.367,759.84,223.94,7198.47,11517.55,12957.25,13821.06,14396.94
5233,ecs.t5-lc1m4.large,optimized,vpc,linux,eu-central-1,0.38,187.15,55.17,1773.0,2836.8,3191.4,3404.16,3546.0
5234,ecs.n1.7xlarge,optimized,vpc,linux,me-east-1,11.668,6223.0,1742.44,63474.6,126949.2,190423.8,253898.4,317373.0
5235,ecs.n2.xlarge,optimized,classic,linux,cn-qingdao,4.08,1176.0,329.28,11995.2,19756.8,21168.0,28224.0,35280.0
5236,ecs.hfg5.2xlarge,optimized,vpc,windows,us-east-1,5.418,3039.13,895.73,28791.72,46066.75,51825.1,55280.1,57583.44
5237,ecs.sn2ne.14xlarge,optimized,vpc,linux,cn-shenzhen,26.419,7607.6,2242.24,72072.0,115315.2,129729.6,138378.24,144144.0
5238,ecs.sn1ne.6xlarge,optimized,vpc,windows,ap-south-1,13.238,8037.95,2369.08,76149.0,121838.4,137068.2,146206.08,152298.0
5239,ecs.mn4.xlarge,optimized,vpc,windows,cn-hangzhou,2.043,620.0,173.6,6324.0,10416.0,11160.0,14880.0,18600.0
5240,ecs.n4.large,optimized,vpc,windows,cn-zhangjiakou,0.541,163.0,45.64,1662.6,2738.4,2934.0,3912.0,4890.0
5241,ecs.t5-c1m2.4xlarge,optimized,vpc,windows,cn-hangzhou,3.05,877.8,258.72,8316.0,13305.6,14968.8,15966.72,16632.0
5242,ecs.se1.4xlarge,optimized,classic,windows,cn-hongkong,13.903,7765.0,2174.19,79203.0,130452.0,139770.0,186360.0,232950.0
5243,ecs.e3.3xlarge,optimized,vpc,linux,us-west-1,8.179,3763.52,1053.79,38387.9,63227.14,67743.36,90324.48,112905.6
5244,ecs.i1.4xlarge,optimized,vpc,linux,ap-southeast-2,7.52,3430.45,1011.08,32499.0,51998.4,58498.2,62398.08,64998.0
5245,ecs.sn2.large,optimized,vpc,windows,cn-hangzhou,2.289,572.0,160.16,5834.4,9609.6,10296.0,13728.0,17160.0
5246,ecs.n4.small,optimized,vpc,windows,ap-southeast-1,0.272,165.0,46.19,1683.0,2772.0,2970.0,3960.0,4950.0
5247,ecs.d1ne.14xlarge,optimized,vpc,linux,cn-beijing,44.451,12801.25,3773.0,121275.0,194040.0,218295.0,232848.0,242550.0
5248,ecs.c4.xlarge,optimized,vpc,windows,eu-central-1,2.86,1647.74,485.66,15610.14,24976.22,28098.25,29971.47,31220.28
5249,ecs.sn2.xlarge,optimized,vpc,linux,ap-southeast-2,3.449,1691.46,473.61,17252.89,28416.53,30446.28,40595.04,50743.8
5250,ecs.n1.3xlarge,optimized,classic,windows,ap-southeast-1,8.075,4160.0,1164.79,42432.0,69888.0,74880.0,99840.0,124800.0
5251,ecs.c2.large,optimized,classic,linux,cn-qingdao,5.46,1584.0,443.52,16156.8,26611.2,28512.0,38016.0,47520.0
5252,ecs.sn1ne.xlarge,optimized,vpc,linux,us-east-1,1.238,543.24,160.1,5146.47,8234.35,9263.65,9881.22,10292.94
5253,ecs.r5.4xlarge,optimized,vpc,linux,cn-shenzhen,8.607,2477.6,730.24,23472.0,37555.2,42249.6,45066.24,46944.0
5254,ecs.sn2.large,optimized,vpc,windows,cn-beijing,2.289,572.0,160.16,5834.4,9609.6,10296.0,13728.0,17160.0
5255,ecs.t5-c1m4.xlarge,optimized,vpc,linux,us-west-1,0.95,467.4,137.76,4428.0,7084.8,7970.4,8501.76,8856.0
5256,ecs.c2.medium,none,classic,linux,cn-hangzhou,4.031,1144.0,320.32,11668.8,19219.2,20592.0,27456.0,34320.0
5257,ecs.d1ne.14xlarge,optimized,vpc,windows,cn-beijing,44.451,12801.25,3773.0,121275.0,194040.0,218295.0,232848.0,242550.0
5258,ecs.s2.2xlarge,optimized,classic,windows,cn-hangzhou,1.69,486.0,136.08,4957.2,8164.8,8748.0,11664.0,14580.0
5259,ecs.hfg5.3xlarge,optimized,vpc,windows,us-east-1,8.131,4558.73,1343.61,43187.94,69100.7,77738.29,82920.84,86375.88
5260,ecs.e3.3xlarge,optimized,vpc,windows,cn-shenzhen,13.138,3984.0,1115.52,40636.8,66931.2,71712.0,95616.0,119520.0
5261,ecs.m2.xlarge,optimized,classic,linux,cn-hangzhou,6.75,1944.0,544.32,19828.8,32659.2,34992.0,46656.0,58320.0
5262,ecs.s1.small,none,classic,windows,cn-beijing,0.211,45.0,12.6,459.0,756.0,810.0,1080.0,1350.0
5263,ecs.sn2.xlarge,optimized,vpc,linux,cn-beijing,4.579,1144.0,320.32,11668.8,19219.2,20592.0,27456.0,34320.0
5264,ecs.se1.4xlarge,optimized,classic,windows,cn-shanghai,12.28,2928.0,819.84,29865.6,49190.4,52704.0,70272.0,87840.0
5265,ecs.e4.4xlarge,optimized,vpc,windows,cn-qingdao,13.718,4160.0,1164.8,42432.0,69888.0,74880.0,99840.0,124800.0
5266,ecs.s3.large,optimized,vpc,windows,cn-qingdao,1.331,396.0,110.88,4039.2,6652.8,7128.0,9504.0,11880.0
5267,ecs.sn1.xlarge,optimized,vpc,linux,cn-qingdao,3.42,1036.0,290.08,10567.2,17404.8,18648.0,24864.0,31080.0
5268,ecs.t5-lc2m1.nano,optimized,vpc,windows,ap-southeast-3,0.057,27.55,8.12,261.0,417.6,469.8,501.12,522.0
5269,ecs.se1.xlarge,optimized,vpc,linux,ap-southeast-2,2.2,1014.89,284.17,10351.88,17050.15,18268.02,24357.36,30446.7
5270,ecs.c2.medium,optimized,classic,windows,cn-qingdao,4.01,1200.0,336.0,12240.0,20160.0,21600.0,28800.0,36000.0
5271,ecs.sn1ne.8xlarge,optimized,vpc,windows,us-east-1,19.218,11485.61,3385.22,108811.08,174097.73,195859.94,208917.27,217622.16
5272,ecs.t5-c1m2.4xlarge,optimized,vpc,windows,ap-southeast-1,3.36,1630.2,480.47,15444.0,24710.4,27799.2,29652.48,30888.0
5273,ecs.gn5-c4g1.2xlarge,optimized,vpc,linux,cn-shenzhen,28.576,8228.9,2425.36,77958.0,124732.8,140324.4,149679.36,155916.0
5274,ecs.c1.large,optimized,classic,linux,ap-southeast-1,2.795,1444.0,404.31,14728.8,24259.2,25992.0,34656.0,43320.0
5275,ecs.n4.large,optimized,classic,linux,cn-beijing,0.71,204.0,57.12,2080.8,3427.2,3672.0,4896.0,6120.0
5276,ecs.c4.2xlarge,optimized,vpc,windows,cn-beijing,4.75,1181.8,348.32,11196.0,17913.6,20152.8,21496.32,22392.0
5277,ecs.n4.8xlarge,optimized,vpc,linux,cn-zhangjiakou,8.616,2611.0,731.08,26632.2,43864.8,46998.0,62664.0,78330.0
5278,ecs.mn4.2xlarge,optimized,vpc,linux,cn-beijing,4.085,1240.0,347.2,12648.0,20832.0,22320.0,29760.0,37200.0
5279,ecs.sn1.xlarge,optimized,vpc,linux,cn-beijing,3.42,1036.0,290.08,10567.2,17404.8,18648.0,24864.0,31080.0
5280,ecs.mn4.small,optimized,vpc,linux,cn-huhehaote,0.455,140.0,39.2,1428.0,2352.0,2520.0,3360.0,4200.0
5281,ecs.t5-lc1m2.large,optimized,vpc,linux,cn-beijing,0.316,91.2,26.88,864.0,1382.4,1555.2,1658.88,1728.0
5282,ecs.n1.medium,optimized,vpc,linux,ap-southeast-1,0.418,238.99,66.91,2437.7,4015.03,4301.82,5735.76,7169.7
5283,ecs.hfc5.6xlarge,optimized,vpc,linux,cn-shenzhen,11.048,3180.6,937.44,30132.0,48211.2,54237.6,57853.44,60264.0
5284,ecs.r5.xlarge,optimized,vpc,linux,cn-hangzhou,2.147,619.4,182.56,5868.0,9388.8,10562.4,11266.56,11736.0
5285,ecs.n1.3xlarge,optimized,vpc,linux,cn-beijing,5.12,1552.0,434.56,15830.4,26073.6,27936.0,37248.0,46560.0
5286,ecs.e3.small,optimized,vpc,windows,cn-beijing,0.817,249.0,69.72,2539.8,4183.2,4482.0,5976.0,7470.0
5287,ecs.mn4.8xlarge,optimized,vpc,windows,us-east-1,17.177,8850.0,2477.99,90270.0,148680.0,159300.0,212400.0,265500.0
5288,ecs.n4.xlarge,optimized,vpc,windows,cn-shenzhen,1.35,408.0,114.24,4161.6,6854.4,7344.0,9792.0,12240.0
5289,ecs.i1-c10d1.8xlarge,optimized,vpc,windows,cn-hangzhou,23.883,5370.77,1582.96,50880.96,81409.54,91585.73,97691.44,101761.92
5290,ecs.i2.8xlarge,optimized,vpc,windows,cn-qingdao,26.496,7630.4,2248.96,72288.0,115660.8,130118.4,138792.96,144576.0
5291,ecs.sn1.medium,optimized,vpc,windows,us-east-1,1.137,670.0,187.59,6834.0,11256.0,12060.0,16080.0,20100.0
5292,ecs.n1.xlarge,optimized,classic,windows,cn-hangzhou,2.69,776.0,217.28,7915.2,13036.8,13968.0,18624.0,23280.0
5293,ecs.n1.large,optimized,vpc,windows,cn-shanghai,1.283,388.0,108.64,3957.6,6518.4,6984.0,9312.0,11640.0
5294,ecs.sn1ne.8xlarge,optimized,vpc,linux,ap-southeast-2,12.963,5794.54,1707.87,54895.68,87833.09,98812.22,105399.71,109791.36
5295,ecs.m1.medium,optimized,vpc,linux,us-east-1,1.402,722.0,202.15,7364.4,12129.6,12996.0,17328.0,21660.0
5296,ecs.m2.medium,optimized,vpc,linux,cn-shanghai,3.38,972.0,272.16,9914.4,16329.6,17496.0,23328.0,29160.0
5297,ecs.n2.3xlarge,optimized,vpc,linux,me-east-1,7.603,4052.0,1134.56,41330.4,82660.8,123991.2,165321.6,206652.0
5298,ecs.t5-lc1m2.small,optimized,vpc,windows,eu-central-1,0.18,93.1,27.45,882.0,1411.2,1587.6,1693.44,1764.0
5299,ecs.sn2ne.large,optimized,vpc,linux,cn-zhangjiakou,0.855,245.1,72.24,2322.0,3715.2,4179.6,4458.24,4644.0
5300,ecs.xn4.small,optimized,vpc,windows,us-east-1,0.119,66.0,18.47,673.2,1108.8,1188.0,1584.0,1980.0
5301,ecs.gn5-c4g1.2xlarge,optimized,vpc,linux,us-east-1,21.6,9852.45,2903.87,93339.0,149342.4,168010.2,179210.88,186678.0
5302,ecs.c4.xlarge,optimized,vpc,linux,cn-beijing,2.375,590.9,174.16,5598.0,8956.8,10076.4,10748.16,11196.0
5303,ecs.e3.small,optimized,vpc,windows,us-east-1,0.6,307.0,85.95,3131.4,5157.6,5526.0,7368.0,9210.0
5304,ecs.e3.small,optimized,classic,windows,cn-shanghai,0.86,249.0,69.72,2539.8,4183.2,4482.0,5976.0,7470.0
5305,ecs.gn5-c4g1.xlarge,optimized,vpc,linux,cn-shanghai,14.288,4114.45,1212.68,38979.0,62366.4,70162.2,74839.68,77958.0
5306,ecs.r5.8xlarge,optimized,vpc,windows,cn-shenzhen,17.205,4955.2,1460.48,46944.0,75110.4,84499.2,90132.48,93888.0
5307,ecs.hfg5.4xlarge,optimized,vpc,linux,cn-hongkong,6.534,3088.22,910.2,29256.84,46810.94,52662.31,56173.13,58513.68
5308,ecs.n4.2xlarge,optimized,vpc,windows,ap-southeast-2,5.161,2523.0,706.44,25734.6,42386.4,45414.0,60552.0,75690.0
5309,ecs.t5-c1m2.xlarge,optimized,vpc,linux,cn-shanghai,0.76,219.45,64.68,2079.0,3326.4,3742.2,3991.68,4158.0
5310,ecs.g5.16xlarge,optimized,vpc,windows,cn-hangzhou,26.913,7752.0,2284.8,73440.0,117504.0,132192.0,141004.8,146880.0
