,InstanceType,IoOptimized,NetworkType,OSType,RegionId,hour,month,week,year,years-2,years-3,years-4,years-5
2098,ecs.c2.large,optimized,classic,windows,cn-beijing,5.5,1584.0,443.52,16156.8,26611.2,28512.0,38016.0,47520.0
2099,ecs.gn5-c4g1.xlarge,optimized,vpc,linux,us-west-1,11.88,5418.8,1597.12,51336.0,82137.6,92404.8,98565.12,102672.0
2100,ecs.t5-lc1m2.large,optimized,vpc,windows,ap-south-1,0.324,168.15,49.56,1593.0,2548.8,2867.4,3058.56,3186.0
2101,ecs.t5-c1m2.2xlarge,optimized,vpc,windows,ap-southeast-2,1.68,858.8,253.12,8136.0,13017.6,14644.8,15621.12,16272.0
2102,ecs.n4.4xlarge,optimized,classic,linux,cn-shanghai,5.67,1632.0,456.96,16646.4,27417.6,29376.0,39168.0,48960.0
2103,ecs.t5-c1m4.2xlarge,optimized,vpc,windows,ap-south-1,2.753,1415.5,417.2,13410.0,21456.0,24138.0,25747.2,26820.0
2104,ecs.se1ne.4xlarge,optimized,vpc,linux,cn-qingdao,9.661,2781.6,819.84,26352.0,42163.2,47433.6,50595.84,52704.0
2105,ecs.gn5-c8g1.14xlarge,optimized,vpc,windows,cn-beijing,137.617,39634.0,11681.6,375480.0,600768.0,675864.0,720921.6,750960.0
2106,ecs.sn2.xlarge,optimized,vpc,windows,ap-southeast-1,5.986,3417.0,956.75,34853.4,57405.6,61506.0,82008.0,102510.0
2107,ecs.m1.medium,optimized,vpc,linux,cn-shenzhen,2.04,588.0,164.64,5997.6,9878.4,10584.0,14112.0,17640.0
2108,ecs.n4.2xlarge,optimized,classic,windows,cn-shenzhen,2.83,816.0,228.48,8323.2,13708.8,14688.0,19584.0,24480.0
2109,ecs.s3.medium,none,classic,windows,cn-hangzhou,0.951,256.0,71.68,2611.2,4300.8,4608.0,6144.0,7680.0
2110,ecs.n4.xlarge,optimized,classic,windows,cn-shenzhen,1.42,408.0,114.24,4161.6,6854.4,7344.0,9792.0,12240.0
2111,ecs.n1.3xlarge,optimized,classic,windows,cn-shanghai,5.39,1552.0,434.56,15830.4,26073.6,27936.0,37248.0,46560.0
2112,ecs.sn2.large,optimized,vpc,windows,cn-shanghai,2.289,572.0,160.16,5834.4,9609.6,10296.0,13728.0,17160.0
2113,ecs.n2.large,optimized,classic,windows,ap-southeast-1,2.827,1456.0,407.67,14851.2,24460.8,26208.0,34944.0,43680.0
2114,ecs.cm4.4xlarge,optimized,vpc,linux,ap-southeast-1,8.22,3567.25,1051.39,33795.0,54072.0,60831.0,64886.4,67590.0
2115,ecs.d1.6xlarge,optimized,vpc,linux,us-east-1,13.36,6095.2,1796.47,57744.0,92390.4,103939.2,110868.48,115488.0
2116,ecs.n2.medium,optimized,vpc,linux,cn-shenzhen,0.969,294.0,82.32,2998.8,4939.2,5292.0,7056.0,8820.0
2117,ecs.sn2.13xlarge,optimized,classic,windows,cn-beijing,33.5,8008.0,2242.24,81681.6,134534.4,144144.0,192192.0,240240.0
2118,ecs.sn2.13xlarge,optimized,vpc,linux,ap-northeast-1,24.909,12276.63,3437.46,125221.63,250443.25,375664.88,500886.5,626108.13
2119,ecs.sn1ne.2xlarge,optimized,vpc,windows,ap-southeast-2,5.534,3035.23,894.59,28754.82,46007.71,51758.68,55209.25,57509.64
2120,ecs.g5.large,optimized,vpc,linux,cn-beijing,0.845,242.25,71.4,2295.0,3672.0,4131.0,4406.4,4590.0
2121,ecs.i1-c5d1.4xlarge,optimized,vpc,windows,ap-southeast-2,13.49,7696.9,2268.56,72918.0,116668.8,131252.4,140002.56,145836.0
2122,ecs.n4.xlarge,optimized,vpc,linux,cn-hongkong,1.179,607.05,169.96,6191.91,10198.44,10926.9,14569.2,18211.5
2123,ecs.sn2.3xlarge,optimized,classic,windows,cn-shanghai,9.64,2288.0,640.64,23337.6,38438.4,41184.0,54912.0,68640.0
2124,ecs.i1.2xlarge,optimized,vpc,linux,us-west-1,3.44,1574.15,463.96,14913.0,23860.8,26843.4,28632.96,29826.0
2125,ecs.c4.4xlarge,optimized,vpc,windows,cn-shenzhen,9.5,2363.6,696.64,22392.0,35827.2,40305.6,42992.64,44784.0
2126,ecs.sn1ne.4xlarge,optimized,vpc,windows,cn-shenzhen,6.83,1968.4,580.16,18648.0,29836.8,33566.4,35804.16,37296.0
2127,ecs.c2.xlarge,optimized,vpc,linux,cn-shanghai,8.17,2352.0,658.56,23990.4,39513.6,42336.0,56448.0,70560.0
2128,ecs.n1.small,optimized,classic,windows,cn-beijing,0.28,80.0,22.4,816.0,1344.0,1440.0,1920.0,2400.0
2129,ecs.se1.14xlarge,optimized,vpc,windows,cn-zhangjiakou,30.428,9223.2,2582.5,94076.64,154949.76,166017.6,221356.8,276696.0
2130,ecs.se1ne.large,optimized,vpc,linux,ap-northeast-1,1.16,532.78,149.18,5434.36,10868.71,16303.07,21737.42,27171.78
2131,ecs.ga1.xlarge,optimized,vpc,linux,us-west-1,1.93,884.45,260.68,8379.0,13406.4,15082.2,16087.68,16758.0
2132,ecs.mn4.2xlarge,optimized,classic,linux,cn-shenzhen,4.3,1240.0,347.2,12648.0,20832.0,22320.0,29760.0,37200.0
2133,ecs.ga1.14xlarge,optimized,vpc,windows,cn-shenzhen,33.402,9618.75,2835.0,91125.0,145800.0,164025.0,174960.0,182250.0
2134,ecs.sn2.medium,optimized,vpc,windows,cn-hangzhou,1.14,286.0,80.08,2917.2,4804.8,5148.0,6864.0,8580.0
2135,ecs.se1ne.3xlarge,optimized,vpc,windows,ap-southeast-3,9.747,5808.7,1712.04,55029.78,88047.65,99053.6,105657.18,110059.56
2136,ecs.t5-lc1m2.large,optimized,vpc,linux,cn-shenzhen,0.316,91.2,26.88,864.0,1382.4,1555.2,1658.88,1728.0
2137,ecs.sn1.large,optimized,vpc,windows,cn-hongkong,2.341,1463.0,409.63,14922.6,24578.4,26334.0,35112.0,43890.0
2138,ecs.m2.medium,optimized,classic,linux,cn-shenzhen,3.38,972.0,272.16,9914.4,16329.6,17496.0,23328.0,29160.0
2139,ecs.i1-c5d1.4xlarge,optimized,vpc,linux,ap-southeast-5,8.759,4208.5,1240.39,39870.0,63792.0,71766.0,76550.4,79740.0
2140,ecs.e3.3xlarge,optimized,vpc,windows,cn-beijing,13.138,3984.0,1115.52,40636.8,66931.2,71712.0,95616.0,119520.0
2141,ecs.e4.small,optimized,classic,windows,cn-shanghai,0.9,260.0,72.8,2652.0,4368.0,4680.0,6240.0,7800.0
2142,ecs.se1ne.large,optimized,vpc,windows,cn-shenzhen,1.206,347.7,102.48,3294.0,5270.4,5929.2,6324.48,6588.0
2143,ecs.ce4.xlarge,optimized,vpc,windows,cn-beijing,4.494,834.1,245.84,7902.0,12643.2,14223.6,15171.84,15804.0
2144,ecs.se1.2xlarge,optimized,vpc,windows,cn-hangzhou,5.834,1464.0,409.92,14932.8,24595.2,26352.0,35136.0,43920.0
2145,ecs.hfg5.6xlarge,optimized,vpc,linux,cn-hangzhou,14.326,4126.8,1216.32,39096.0,62553.6,70372.8,75064.32,78192.0
2146,ecs.gn5-c4g1.xlarge,optimized,vpc,windows,ap-southeast-5,15.542,7462.25,2199.39,70695.0,113112.0,127251.0,135734.4,141390.0
2147,ecs.n1.xlarge,optimized,vpc,windows,me-east-1,5.06,2801.0,784.28,28570.2,57140.4,85710.6,114280.8,142851.0
2148,ecs.m1.medium,optimized,classic,windows,cn-shenzhen,2.04,588.0,164.64,5997.6,9878.4,10584.0,14112.0,17640.0
2149,ecs.t5-c1m1.large,optimized,vpc,windows,us-west-1,0.29,157.7,46.48,1494.0,2390.4,2689.2,2868.48,2988.0
2150,ecs.t5-c1m1.xlarge,optimized,vpc,linux,ap-southeast-1,0.46,196.65,57.95,1863.0,2980.8,3353.4,3576.96,3726.0
2151,ecs.n2.7xlarge,optimized,classic,linux,cn-hongkong,11.216,5778.55,1617.98,58941.21,97079.64,104013.9,138685.2,173356.5
2152,ecs.se1ne.6xlarge,optimized,vpc,windows,eu-central-1,21.9,11617.4,3424.09,110059.56,176095.3,198107.21,211314.36,220119.12
2153,ecs.n1.medium,optimized,classic,linux,cn-beijing,0.65,188.0,52.64,1917.6,3158.4,3384.0,4512.0,5640.0
2154,ecs.sn2ne.6xlarge,optimized,vpc,windows,ap-southeast-3,16.758,10225.69,3013.89,96874.92,154999.87,174374.86,185999.85,193749.84
2155,ecs.g5.3xlarge,optimized,vpc,windows,cn-hangzhou,5.045,1453.5,428.4,13770.0,22032.0,24786.0,26438.4,27540.0
2156,ecs.n2.medium,optimized,vpc,windows,cn-beijing,0.969,294.0,82.32,2998.8,4939.2,5292.0,7056.0,8820.0
2157,ecs.c2.medium,optimized,vpc,windows,cn-shenzhen,4.171,1200.0,336.0,12240.0,20160.0,21600.0,28800.0,36000.0
2158,ecs.t5-c1m1.xlarge,optimized,vpc,windows,us-west-1,0.58,314.45,92.68,2979.0,4766.4,5362.2,5719.68,5958.0
2159,ecs.sn2ne.14xlarge,optimized,vpc,windows,ap-southeast-1,43.997,23860.12,7032.45,226043.28,361669.25,406877.9,434003.1,452086.56
2160,ecs.se1.xlarge,optimized,vpc,windows,ap-northeast-1,3.476,1941.0,543.48,19798.2,39596.4,59394.6,79192.8,98991.0
2161,ecs.t5-c1m4.large,optimized,vpc,linux,ap-southeast-5,0.515,211.85,62.43,2007.0,3211.2,3612.6,3853.44,4014.0
2162,ecs.sn2ne.large,optimized,vpc,windows,eu-central-1,1.536,873.26,257.39,8272.98,13236.77,14891.36,15884.12,16545.96
2163,ecs.e3.large,optimized,classic,linux,cn-shanghai,3.46,996.0,278.88,10159.2,16732.8,17928.0,23904.0,29880.0
2164,ecs.d1.2xlarge,optimized,vpc,linux,ap-southeast-1,5.64,2576.4,759.35,24408.0,39052.8,43934.4,46863.36,48816.0
2165,ecs.m1.medium,optimized,vpc,windows,cn-shanghai,2.041,588.0,164.64,5997.6,9878.4,10584.0,14112.0,17640.0
2166,ecs.gn5-c8g1.2xlarge,optimized,vpc,linux,ap-southeast-3,13.49,6472.35,1907.64,61317.0,98107.2,110370.6,117728.64,122634.0
2167,ecs.d1.14xlarge,optimized,vpc,linux,us-east-1,31.19,14223.4,4192.15,134748.0,215596.8,242546.4,258716.16,269496.0
2168,ecs.s2.2xlarge,optimized,classic,windows,cn-shanghai,1.69,486.0,136.08,4957.2,8164.8,8748.0,11664.0,14580.0
2169,ecs.t5-c1m2.2xlarge,optimized,vpc,linux,eu-central-1,1.16,573.8,169.13,5436.0,8697.6,9784.8,10437.12,10872.0
2170,ecs.se1.4xlarge,optimized,vpc,windows,ap-northeast-1,13.903,7765.0,2174.2,79203.0,158406.0,237609.0,316812.0,396015.0
2171,ecs.m1.xlarge,optimized,classic,linux,ap-southeast-1,3.913,2016.0,564.47,20563.2,33868.8,36288.0,48384.0,60480.0
2172,ecs.mn4.8xlarge,optimized,vpc,linux,eu-central-1,13.241,6596.76,1847.1,67286.95,110825.57,118741.68,158322.24,197902.8
2173,ecs.e3.large,optimized,classic,windows,ap-southeast-1,3.476,1820.0,509.59,18564.0,30576.0,32760.0,43680.0,54600.0
2174,ecs.hfc5.2xlarge,optimized,vpc,windows,ap-southeast-1,5.337,3043.63,897.06,28834.38,46135.01,51901.88,55362.01,57668.76
2175,ecs.se1ne.xlarge,optimized,vpc,linux,ap-southeast-2,2.31,1012.35,298.38,9590.67,15345.07,17263.21,18414.09,19181.34
2176,ecs.d1.8xlarge,optimized,vpc,windows,cn-shenzhen,24.187,6965.4,2052.96,65988.0,105580.8,118778.4,126696.96,131976.0
2177,ecs.hfg5.2xlarge,optimized,vpc,windows,cn-beijing,4.779,1375.6,405.44,13032.0,20851.2,23457.6,25021.44,26064.0
2178,ecs.gn5-c4g1.xlarge,optimized,vpc,windows,ap-southeast-3,14.564,6987.25,2059.4,66195.0,105912.0,119151.0,127094.4,132390.0
2179,ecs.sn1ne.2xlarge,optimized,vpc,windows,ap-southeast-1,5.161,2944.7,867.9,27897.12,44635.39,50214.82,53562.47,55794.24
2180,ecs.sn1ne.3xlarge,optimized,vpc,windows,ap-southeast-5,7.342,4423.48,1303.75,41906.7,67050.72,75432.06,80460.86,83813.4
2181,ecs.mn4.small,optimized,classic,windows,cn-qingdao,0.54,155.0,43.4,1581.0,2604.0,2790.0,3720.0,4650.0
2182,ecs.c2.xlarge,optimized,vpc,windows,us-east-1,6.726,3466.0,970.47,35353.2,58228.8,62388.0,83184.0,103980.0
2183,ecs.se1ne.large,optimized,vpc,linux,cn-hangzhou,1.206,347.7,102.48,3294.0,5270.4,5929.2,6324.48,6588.0
2184,ecs.hfc5.3xlarge,optimized,vpc,linux,eu-central-1,4.383,2105.62,620.61,19947.96,31916.74,35906.33,38300.08,39895.92
2185,ecs.r5.large,optimized,vpc,linux,cn-shenzhen,1.073,309.7,91.28,2934.0,4694.4,5281.2,5633.28,5868.0
2186,ecs.gn5-c4g1.2xlarge,optimized,vpc,linux,ap-southeast-1,25.17,11480.75,3383.79,108765.0,174024.0,195777.0,208828.8,217530.0
2187,ecs.sn1.xlarge,optimized,classic,linux,cn-shenzhen,3.6,1036.0,290.08,10567.2,17404.8,18648.0,24864.0,31080.0
2188,ecs.sn1.medium,optimized,classic,windows,cn-shenzhen,0.9,259.0,72.52,2641.8,4351.2,4662.0,6216.0,7770.0
2189,ecs.sn1ne.3xlarge,optimized,vpc,linux,eu-central-1,4.254,2008.11,591.87,19024.2,30438.72,34243.56,36526.46,38048.4
2190,ecs.t5-c1m1.large,optimized,vpc,linux,cn-huhehaote,0.246,71.25,21.0,675.0,1080.0,1215.0,1296.0,1350.0
2191,ecs.c5.8xlarge,optimized,vpc,windows,cn-beijing,11.818,3404.8,1003.52,32256.0,51609.6,58060.8,61931.52,64512.0
2192,ecs.n2.small,optimized,vpc,linux,cn-hongkong,0.351,180.86,50.63,1844.77,3038.45,3255.48,4340.64,5425.8
2193,ecs.c4.3xlarge,optimized,vpc,windows,eu-central-1,8.565,4943.21,1456.96,46830.42,74928.67,84294.76,89914.41,93660.84
2194,ecs.se1ne.6xlarge,optimized,vpc,linux,cn-hongkong,13.92,6156.91,1814.66,58328.64,93325.82,104991.55,111990.99,116657.28
2195,ecs.se1ne.3xlarge,optimized,vpc,windows,ap-south-1,8.826,4999.85,1473.64,47367.0,75787.2,85260.6,90944.64,94734.0
2196,ecs.n2.xlarge,optimized,vpc,linux,cn-beijing,3.876,1176.0,329.28,11995.2,19756.8,21168.0,28224.0,35280.0
2197,ecs.r5.8xlarge,optimized,vpc,linux,cn-shanghai,17.205,4955.2,1460.48,46944.0,75110.4,84499.2,90132.48,93888.0
2198,ecs.d1-c8d3.8xlarge,optimized,vpc,windows,ap-southeast-1,24.0,13685.7,4033.67,129654.0,207446.4,233377.2,248935.68,259308.0
2199,ecs.n2.3xlarge,optimized,classic,linux,cn-hangzhou,8.17,2352.0,658.56,23990.4,39513.6,42336.0,56448.0,70560.0
2200,ecs.s2.large,optimized,classic,linux,cn-beijing,0.65,186.0,52.08,1897.2,3124.8,3348.0,4464.0,5580.0
2201,ecs.sn1ne.xlarge,optimized,vpc,windows,eu-central-1,2.556,1474.5,434.6,13968.99,22350.38,25144.18,26820.46,27937.98
2202,ecs.i1.xlarge,optimized,vpc,windows,cn-hongkong,3.0,1711.9,504.55,16218.0,25948.8,29192.4,31138.56,32436.0
2203,ecs.t5-c1m4.xlarge,optimized,vpc,linux,ap-southeast-1,1.08,422.75,124.59,4005.0,6408.0,7209.0,7689.6,8010.0
2204,ecs.se1.4xlarge,optimized,vpc,windows,us-west-1,13.255,7468.63,2091.22,76180.03,125472.98,134435.34,179247.12,224058.9
2205,ecs.sn2ne.8xlarge,optimized,vpc,linux,cn-hangzhou,15.095,4347.2,1281.28,41184.0,65894.4,74131.2,79073.28,82368.0
2206,ecs.se1.4xlarge,optimized,vpc,windows,cn-shenzhen,11.666,2928.0,819.84,29865.6,49190.4,52704.0,70272.0,87840.0
2207,ecs.d1.3xlarge,optimized,vpc,linux,cn-shenzhen,9.07,2612.02,769.86,24745.5,39592.8,44541.9,47511.36,49491.0
2208,ecs.d1.4xlarge,optimized,vpc,windows,eu-central-1,12.78,7288.4,2148.17,69048.0,110476.8,124286.4,132572.16,138096.0
2209,ecs.c5.4xlarge,optimized,vpc,windows,cn-shanghai,5.91,1702.4,501.76,16128.0,25804.8,29030.4,30965.76,32256.0
2210,ecs.e3.7xlarge,optimized,vpc,linux,us-east-1,14.675,6513.38,1823.74,66436.48,109424.78,117240.84,156321.12,195401.4
2211,ecs.e3.medium,optimized,classic,windows,cn-hangzhou,1.73,498.0,139.44,5079.6,8366.4,8964.0,11952.0,14940.0
2212,ecs.n2.7xlarge,optimized,vpc,linux,cn-beijing,15.504,4704.0,1317.12,47980.8,79027.2,84672.0,112896.0,141120.0
2213,ecs.sn1ne.8xlarge,optimized,vpc,windows,cn-qingdao,13.671,3936.8,1160.32,37296.0,59673.6,67132.8,71608.32,74592.0
2214,ecs.sn1.7xlarge,optimized,vpc,linux,ap-southeast-2,12.345,5809.07,1626.54,59252.51,97592.38,104563.26,139417.68,174272.1
2215,ecs.sn1ne.xlarge,optimized,vpc,linux,cn-hangzhou,1.71,492.1,145.04,4662.0,7459.2,8391.6,8951.04,9324.0
2216,ecs.n4.xlarge,optimized,vpc,windows,cn-beijing,1.349,408.0,114.24,4161.6,6854.4,7344.0,9792.0,12240.0
2217,ecs.i1.3xlarge,optimized,vpc,windows,us-west-1,9.26,5286.75,1558.2,50085.0,80136.0,90153.0,96163.2,100170.0
2218,ecs.c1.large,optimized,vpc,windows,cn-hangzhou,2.751,792.0,221.76,8078.4,13305.6,14256.0,19008.0,23760.0
2219,ecs.hfc5.8xlarge,optimized,vpc,windows,cn-beijing,14.725,4240.8,1249.92,40176.0,64281.6,72316.8,77137.92,80352.0
2220,ecs.n4.large,optimized,vpc,windows,cn-hangzhou,0.674,204.0,57.12,2080.8,3427.2,3672.0,4896.0,6120.0
2221,ecs.gn5-c8g1.2xlarge,optimized,vpc,windows,cn-hangzhou,17.205,4954.25,1460.2,46935.0,75096.0,84483.0,90115.2,93870.0
2222,ecs.sn1.medium,optimized,vpc,windows,ap-northeast-1,1.291,787.0,220.36,8027.4,16054.8,24082.2,32109.6,40137.0
2223,ecs.hfg5.3xlarge,optimized,vpc,linux,us-east-1,4.235,1853.02,546.14,17554.95,28087.92,31598.91,33705.5,35109.9
2224,ecs.g5.8xlarge,optimized,vpc,windows,cn-shenzhen,13.462,3876.0,1142.4,36720.0,58752.0,66096.0,70502.4,73440.0
2225,ecs.sn2.large,optimized,classic,linux,cn-qingdao,2.41,572.0,160.16,5834.4,9609.6,10296.0,13728.0,17160.0
2226,ecs.d1.14xlarge,optimized,vpc,windows,ap-southeast-5,41.572,24947.0,7352.79,236340.0,378144.0,425412.0,453772.8,472680.0
2227,ecs.t5-c1m4.2xlarge,optimized,vpc,windows,us-west-1,2.44,1260.65,371.56,11943.0,19108.8,21497.4,22930.56,23886.0
2228,ecs.se1ne.4xlarge,optimized,vpc,linux,ap-southeast-3,8.246,3811.4,1123.36,36108.0,57772.8,64994.4,69327.36,72216.0
2229,ecs.sn1ne.2xlarge,optimized,vpc,windows,us-east-1,4.763,2673.06,787.84,25323.75,40518.0,45582.75,48621.6,50647.5
2230,ecs.sn2ne.large,optimized,vpc,linux,cn-hongkong,0.907,390.16,114.98,3696.21,5913.94,6653.18,7096.72,7392.42
2231,ecs.d1ne.6xlarge,optimized,vpc,windows,cn-beijing,19.048,5486.25,1617.0,51975.0,83160.0,93555.0,99792.0,103950.0
2232,ecs.t5-c1m1.large,optimized,vpc,linux,ap-southeast-3,0.209,94.05,27.72,891.0,1425.6,1603.8,1710.72,1782.0
2233,ecs.i1-c10d1.8xlarge,optimized,vpc,windows,ap-southeast-5,23.721,14237.65,4196.35,134883.0,215812.8,242789.4,258975.36,269766.0
2234,ecs.sn2.medium,optimized,classic,linux,cn-shenzhen,1.2,286.0,80.08,2917.2,4804.8,5148.0,6864.0,8580.0
2235,ecs.n4.large,optimized,vpc,windows,cn-shanghai,0.674,204.0,57.12,2080.8,3427.2,3672.0,4896.0,6120.0
2236,ecs.mn4.small,optimized,vpc,linux,cn-shenzhen,0.513,155.0,43.4,1581.0,2604.0,2790.0,3720.0,4650.0
2237,ecs.t5-c1m4.xlarge,optimized,vpc,linux,cn-beijing,1.188,342.0,100.8,3240.0,5184.0,5832.0,6220.8,6480.0
2238,ecs.i1.14xlarge,optimized,vpc,linux,ap-southeast-5,24.861,11939.6,3519.03,113112.0,180979.2,203601.6,217175.04,226224.0
2239,ecs.i1.xlarge,optimized,classic,linux,cn-beijing,2.94,649.0,181.72,6619.8,10903.2,11682.0,15576.0,19470.0
2240,ecs.sn1ne.8xlarge,optimized,vpc,linux,cn-hongkong,11.064,5432.38,1601.11,51464.7,82343.52,92636.46,98812.22,102929.4
2241,ecs.n1.medium,optimized,vpc,linux,cn-shanghai,0.617,188.0,52.64,1917.6,3158.4,3384.0,4512.0,5640.0
2242,ecs.c4.3xlarge,optimized,vpc,windows,cn-shenzhen,6.155,1772.7,522.48,16794.0,26870.4,30229.2,32244.48,33588.0
2243,ecs.sn2.large,optimized,vpc,windows,eu-central-1,2.924,1751.0,490.29,17860.2,29416.8,31518.0,42024.0,52530.0
2244,ecs.sn1ne.8xlarge,optimized,vpc,windows,ap-southeast-3,19.37,11770.5,3469.2,111510.0,178416.0,200718.0,214099.2,223020.0
2245,ecs.sn1.large,optimized,classic,linux,cn-qingdao,1.8,518.0,145.04,5283.6,8702.4,9324.0,12432.0,15540.0
2246,ecs.se1.4xlarge,optimized,vpc,linux,us-west-1,8.179,3763.52,1053.79,38387.9,63227.14,67743.36,90324.48,112905.6
2247,ecs.c1.small,optimized,vpc,linux,cn-shanghai,2.08,600.0,168.0,6120.0,10080.0,10800.0,14400.0,18000.0
2248,ecs.sn1.7xlarge,optimized,vpc,windows,cn-shenzhen,13.67,4144.0,1160.32,42268.8,69619.2,74592.0,99456.0,124320.0
2249,ecs.sn2ne.large,optimized,vpc,windows,cn-shanghai,0.94,271.7,80.08,2574.0,4118.4,4633.2,4942.08,5148.0
2250,ecs.i2.8xlarge,optimized,vpc,linux,ap-southeast-1,17.15,8122.5,2393.99,76950.0,123120.0,138510.0,147744.0,153900.0
2251,ecs.gn5-c8g1.4xlarge,optimized,vpc,linux,cn-hangzhou,34.409,9908.5,2920.4,93870.0,150192.0,168966.0,180230.4,187740.0
2252,ecs.n4.2xlarge,optimized,vpc,windows,ap-southeast-3,4.361,2363.0,661.64,24102.6,39698.4,42534.0,56712.0,70890.0
2253,ecs.gn4-c8g1.4xlarge,optimized,vpc,windows,cn-shenzhen,23.588,6792.5,2002.0,64350.0,102960.0,115830.0,123552.0,128700.0
2254,ecs.c1.small,none,classic,linux,us-west-1,1.075,540.4,151.31,5512.08,9078.72,9727.2,12969.6,16212.0
2255,ecs.i2.4xlarge,optimized,vpc,linux,ap-southeast-2,8.58,4061.25,1197.0,38475.0,61560.0,69255.0,73872.0,76950.0
2256,ecs.gn5-c8g1.4xlarge,optimized,vpc,windows,ap-southeast-2,34.41,15691.15,4624.76,148653.0,237844.8,267575.4,285413.76,297306.0
2257,ecs.n4.small,optimized,vpc,windows,eu-central-1,0.251,146.0,40.89,1489.2,2452.8,2628.0,3504.0,4380.0
2258,ecs.e3.3xlarge,optimized,classic,linux,cn-beijing,13.83,3984.0,1115.52,40636.8,66931.2,71712.0,95616.0,119520.0
2259,ecs.t5-c1m2.large,optimized,vpc,windows,ap-southeast-5,0.399,204.25,60.19,1935.0,3096.0,3483.0,3715.2,3870.0
2260,ecs.t5-c1m4.xlarge,optimized,vpc,linux,eu-central-1,0.95,444.6,131.05,4212.0,6739.2,7581.6,8087.04,8424.0
2261,ecs.i1.14xlarge,optimized,classic,windows,cn-hangzhou,37.24,9086.0,2544.08,92677.2,152644.8,163548.0,218064.0,272580.0
2262,ecs.n2.3xlarge,optimized,vpc,windows,me-east-1,13.17,7293.0,2042.04,74388.6,148777.2,223165.8,297554.4,371943.0
2263,ecs.g5.xlarge,optimized,vpc,windows,cn-shenzhen,1.683,484.5,142.8,4590.0,7344.0,8262.0,8812.8,9180.0
2264,ecs.d1.4xlarge,optimized,vpc,windows,ap-southeast-2,12.92,7368.2,2171.68,69804.0,111686.4,125647.2,134023.68,139608.0
2265,ecs.gn5-c8g1.2xlarge,optimized,vpc,linux,cn-hongkong,14.39,6566.4,1935.35,62208.0,99532.8,111974.4,119439.36,124416.0
2266,ecs.c5.6xlarge,optimized,vpc,windows,cn-shenzhen,8.864,2553.6,752.64,24192.0,38707.2,43545.6,46448.64,48384.0
2267,ecs.s1.small,none,classic,windows,cn-shenzhen,0.211,45.0,12.6,459.0,756.0,810.0,1080.0,1350.0
2268,ecs.e4.2xlarge,optimized,vpc,windows,ap-south-1,6.859,2080.0,582.4,21216.0,34944.0,37440.0,49920.0,62400.0
2269,ecs.se1.4xlarge,optimized,classic,linux,cn-shanghai,12.28,2928.0,819.84,29865.6,49190.4,52704.0,70272.0,87840.0
2270,ecs.m1.medium,optimized,vpc,linux,cn-beijing,2.04,588.0,164.64,5997.6,9878.4,10584.0,14112.0,17640.0
2271,ecs.i2.2xlarge,optimized,vpc,linux,cn-shenzhen,6.622,1907.6,562.24,18072.0,28915.2,32529.6,34698.24,36144.0
2272,ecs.s3.large,none,classic,windows,us-west-1,0.849,424.4,118.83,4328.88,7129.92,7639.2,10185.6,12732.0
2273,ecs.sn1ne.2xlarge,optimized,vpc,linux,cn-shanghai,3.42,984.2,290.08,9324.0,14918.4,16783.2,17902.08,18648.0
2274,ecs.n2.small,optimized,vpc,linux,us-east-1,0.295,149.93,41.97,1529.29,2518.82,2698.74,3598.32,4497.9
2275,ecs.g5.large,optimized,vpc,linux,cn-shanghai,0.845,242.25,71.4,2295.0,3672.0,4131.0,4406.4,4590.0
2276,ecs.n1.7xlarge,optimized,classic,windows,cn-qingdao,10.78,3104.0,869.12,31660.8,52147.2,55872.0,74496.0,93120.0
2277,ecs.t5-c1m4.2xlarge,optimized,vpc,linux,us-west-1,1.89,934.8,275.52,8856.0,14169.6,15940.8,17003.52,17712.0
2278,ecs.n1.small,optimized,classic,linux,cn-hangzhou,0.28,80.0,22.4,816.0,1344.0,1440.0,1920.0,2400.0
2279,ecs.e3.3xlarge,optimized,vpc,linux,me-east-1,10.146,5412.0,1515.36,55202.4,110404.8,165607.2,220809.6,276012.0
2280,ecs.sn2ne.4xlarge,optimized,vpc,linux,cn-shenzhen,7.543,2173.6,640.64,20592.0,32947.2,37065.6,39536.64,41184.0
2281,ecs.n1.7xlarge,optimized,vpc,windows,us-east-1,10.937,5632.0,1576.95,57446.4,94617.6,101376.0,135168.0,168960.0
2282,ecs.sn1ne.4xlarge,optimized,vpc,windows,cn-hangzhou,6.83,1968.4,580.16,18648.0,29836.8,33566.4,35804.16,37296.0
2283,ecs.e4.small,optimized,classic,windows,cn-hongkong,0.869,485.0,135.79,4947.0,8148.0,8730.0,11640.0,14550.0
2284,ecs.mn4.small,optimized,classic,windows,cn-beijing,0.54,155.0,43.4,1581.0,2604.0,2790.0,3720.0,4650.0
2285,ecs.se1.8xlarge,optimized,vpc,windows,us-east-1,24.826,14176.0,3969.27,144595.2,238156.8,255168.0,340224.0,425280.0
2286,ecs.n4.xlarge,optimized,vpc,windows,ap-southeast-1,2.441,1257.0,351.95,12821.4,21117.6,22626.0,30168.0,37710.0
2287,ecs.n1.small,optimized,vpc,linux,us-west-1,0.213,113.15,31.68,1154.13,1900.92,2036.7,2715.6,3394.5
2288,ecs.re4.20xlarge,optimized,vpc,windows,cn-shenzhen,65.312,19800.0,5544.0,201960.0,332640.0,356400.0,475200.0,594000.0
